kappa,beta,algorithm,scenarios,fairness_nrmse_worst_scenario,fairness_rmse_updates_worst_scenario,jain_min_scenario,jain_regret_worst_scenario,cohort_ratio_min_scenario,cohort_ratio_max_scenario,entropy_ratio_min_scenario,shuffle_kl_worst_scenario,gradient_ratio_mean_worst_scenario,gradient_ratio_field_worst_scenario,temporal_w1_ratio_worst_scenario,admission_tracking_nrmse_worst_scenario,admission_pool_rate_cv_worst_scenario,budget_violation_worst_scenario,constraint_violation_factor,meets_all_quality_constraints
880,0.0,ercb_beta_0,3,0.15663496101038366,54.219794195902026,0.8546338565900835,0.05351313002685707,0.97609067737243,1.0434076623765338,1.0,0.0,1.086006394672784,1.1740786680844224,1.0447300833303956,0.0,0.450511043654336,0.0,5.351313002685707,False
880,0.0035,ercb_beta_0p0035,3,0.08181102665949704,28.31920153597974,0.8910344530151499,0.017112533601790676,0.972114697668377,1.02860685982723,0.9896644103198159,0.009777940133311467,1.4753235103465179,1.9158881643229675,1.3015754783532056,0.0,0.450511043654336,0.0,1.7112533601790676,False
880,0.004,ercb_beta_0p004,3,0.07521397981786071,26.035608398490247,0.8937672507193727,0.014379735897567913,0.9695556762629005,1.0244813726337627,0.9867498578194855,0.012404794478256879,1.5222874639843775,1.9991767940535499,1.3321110489148311,0.0,0.450511043654336,0.0,1.4379735897567913,False
880,0.0045,ercb_beta_0p0045,3,0.06980216616275736,24.162288287108318,0.8962333404373414,0.01191364617959927,0.9743523631638785,1.0287355795641824,0.9839975236922944,0.015023665079047802,1.616379478720637,2.19798683163433,1.377713985241069,0.0,0.450511043654336,0.0,1.1913646179599269,False
880,0.005,ercb_beta_0p005,3,0.06530917366443897,22.607021653075027,0.8980797336234617,0.010067252993478836,0.9748785069628784,1.033561200741588,0.9812550715893408,0.0177303439088141,1.6497444384166717,2.2395192741538157,1.4022949988272555,0.0,0.450511043654336,0.0,1.0067252993478837,False
880,0.0055,ercb_beta_0p0055,3,0.05986811033163261,20.723576653257442,0.8997233311483175,0.008423655468623142,0.9741786487972971,1.0306219465223296,0.9781453290141866,0.020806792113948765,1.74580479492208,2.4050048123078507,1.4357320062124463,0.0,0.450511043654336,0.0,0.9712258207657622,True
880,0.006,ercb_beta_0p006,3,0.0561047399856622,19.420871533498453,0.901150170929842,0.006996815687098606,0.9760142001214136,1.0250721384444188,0.9750053470229105,0.02400687752893161,1.7960919355897191,2.5410637390720265,1.4783164879764699,0.0,0.450511043654336,0.0,0.9743536308808335,True
880,0.0065,ercb_beta_0p0065,3,0.05334751532371742,18.46644761205603,0.9021192639257266,0.006027722691214032,0.9726914858943252,1.020637649296785,0.9721974890146422,0.02697432433670715,1.8303002599085663,2.6061293248265516,1.4996776222599586,0.0,0.450511043654336,0.0,0.9771677161631633,True
880,0.007,ercb_beta_0p007,3,0.04902383491428974,16.969789008792603,0.9029490787641722,0.005197907852768424,0.9749518304431599,1.0257899157788377,0.9687181093243463,0.030133892737498395,1.9056836251721008,2.724222092582561,1.5099556672030559,0.0,0.450511043654336,0.0,0.9806774446103813,True
896,0.0,ercb_beta_0,3,0.1519582949825167,52.60094826317885,0.8508494845946064,0.05127280821713846,0.9678514507110465,1.026099783994521,1.0,0.0,1.1245557671076511,1.2673818379080726,1.053999091096354,0.0,0.450511043654336,0.0,5.127280821713846,False
896,0.0035,ercb_beta_0p0035,3,0.08013051086352348,27.7374845296812,0.8857833340596891,0.016338958752055665,0.973640039116664,1.023426062628118,0.9895393157972822,0.009720846335123995,1.4943203086811814,1.8525528931092667,1.2675605213352552,0.0,0.450511043654336,0.0,1.6338958752055666,False
896,0.004,ercb_beta_0p004,3,0.07411367491605135,25.654733624787003,0.8882566814312957,0.01386561138044916,0.9767486056599876,1.0259828809671716,0.9872558131571825,0.012037036430716911,1.5710512851777003,1.9912005409611546,1.311307671977288,0.0,0.450511043654336,0.0,1.3865611380449159,False
896,0.0045,ercb_beta_0p0045,3,0.0678784714851163,23.496393975617178,0.8906049411885157,0.011517351623229127,0.9700659529294846,1.0310997442455243,0.9844229822740546,0.014875609776000095,1.7070946493538872,2.2450061833284285,1.353946554664814,0.0,0.450511043654336,0.0,1.1517351623229126,False
896,0.005,ercb_beta_0p005,3,0.0639588021595258,22.139585362912776,0.8922991593083246,0.009823133503420244,0.9713794045342803,1.0257746240346837,0.9812557116801678,0.01779650691322717,1.746552358621623,2.3269070853098692,1.3881397263419752,0.0,0.450511043654336,0.0,0.9823133503420244,True
896,0.0055,ercb_beta_0p0055,3,0.05933192338052155,20.537973477872843,0.894120558439178,0.00800173437256681,0.9762404580152672,1.0223439625207797,0.9782660365891297,0.02071463351322944,1.8127670044892523,2.448567138159014,1.4279876817650066,0.0,0.450511043654336,0.0,0.9711059818782184,True
896,0.006,ercb_beta_0p006,3,0.053680670905292896,18.581770697986002,0.8954335646154182,0.006688728196326566,0.9791300877893057,1.0273983054796223,0.9752922845260382,0.023696650905921553,1.878295210143411,2.5171428702863303,1.458754118660427,0.0,0.450511043654336,0.0,0.9740669695358766,True
896,0.0065,ercb_beta_0p0065,3,0.04996827680534008,17.29671120184849,0.8963923852048741,0.005729907606870727,0.9789781646393632,1.025777312713114,0.9722956905273861,0.026762830522954858,1.9249051105491117,2.6336278110361575,1.4769517931809564,0.0,0.450511043654336,0.0,0.977069022577594,True
896,0.007,ercb_beta_0p007,3,0.04784373619322192,16.56129329765374,0.89702957158473,0.005092721227014918,0.9740112245431395,1.0225820032178414,0.968645112192839,0.030152430202973066,2.0219923917941163,2.8351635784980207,1.5025749879399255,0.0,0.450511043654336,0.0,1.0109961958970581,False
