scenario,algorithm,sampler,admission,beta,kappa,seed,steps,batch_size,initial_views,final_views,target_final_views,mean_count,count_std,count_min,count_max,jain_index,oracle_jain_index,jain_regret,fairness_rmse_updates,fairness_nrmse,cohort_mid_first_ratio,admission_tracking_rmse,admission_tracking_nrmse,admission_max_lag,admission_max_overshoot,admission_rate_ratio,admission_pool_rate_cv,budget_violation,entropy_ratio,shuffle_kl_norm,duplicate_rate,temporal_w1,cohort_entropy,gradient_ratio_iid,gradient_ratio_smooth_order,gradient_ratio_abrupt_regime,gradient_ratio_mean,gradient_ratio_worst
short_stream,ercb_beta_0,softmax,token,0.0,816,8876626,6000,32,32,39,39,153.84615384615384,42.67860718027389,7,181,0.9285423231912266,0.9410586721850347,0.012516348993808046,7.662763778033923,0.0498079645572205,0.9942418426103646,0.0,0.0,-0.0,0.0,1.0,0.459279326771846,0.0,1.0,0.0,0.0,0.015971622959872953,0.9920401839805895,1.0389535209506884,1.1402779884222185,1.1432403536631814,1.1074906210120294,1.1432403536631814
short_stream,ercb_beta_0,softmax,token,0.0,816,8876627,6000,32,32,39,39,153.84615384615384,41.95023820203052,6,177,0.9307931986940972,0.9410586721850347,0.010265473490937538,6.385078759829887,0.04150301193889427,1.0019607843137255,0.0,0.0,-0.0,0.0,1.0,0.459279326771846,0.0,1.0,0.0,0.0,0.015567444690647109,0.9919979738213676,0.9616776072031684,0.8752095121220826,1.0121749835354092,0.9496873676202201,1.0121749835354092
short_stream,ercb_beta_0,softmax,token,0.0,816,8876628,6000,32,32,39,39,153.84615384615384,42.61246865891603,4,181,0.9287478574947863,0.9410586721850347,0.012310814690248417,7.507261442028935,0.04879719937318808,1.0118343195266273,0.0,0.0,-0.0,0.0,1.0,0.459279326771846,0.0,1.0,0.0,0.0,0.015284262515591068,0.9921320414078173,1.0153803146465958,1.0917768065761682,0.9759279676806923,1.0276950296344856,1.0917768065761682
short_stream,ercb_beta_0,softmax,token,0.0,816,8876629,6000,32,32,39,39,153.84615384615384,42.38985029796665,8,179,0.9294379967265194,0.9410586721850347,0.011620675458515306,7.759196363356724,0.05043477636181871,1.007843137254902,0.0,0.0,-0.0,0.0,1.0,0.459279326771846,0.0,1.0,0.0,0.0,0.01582470245432931,0.9926108619731824,0.9098594917863444,1.0905282580846136,1.0418254327105483,1.0140710608605021,1.0905282580846136
short_stream,ercb_beta_0,softmax,token,0.0,816,8876630,6000,32,32,39,39,153.84615384615384,42.35535776452546,7,178,0.9295446950651867,0.9410586721850347,0.011513977119848029,6.660253325435479,0.043291646615330616,1.0,0.0,0.0,-0.0,0.0,1.0,0.459279326771846,0.0,1.0,0.0,0.0,0.015724954882689192,0.9926421654031782,1.057989788267015,1.0375912299450158,1.1407873964211408,1.0787894715443906,1.1407873964211408
short_stream,ercb_beta_0,softmax,token,0.0,816,8876631,6000,32,32,39,39,153.84615384615384,42.53899475717181,6,181,0.9289759201700026,0.9410586721850347,0.012082752015032061,7.1108440120777905,0.04622048607850564,1.001930501930502,0.0,0.0,-0.0,0.0,1.0,0.459279326771846,0.0,1.0,0.0,0.0,0.015888584194599174,0.9923496096406741,0.9672534412226306,1.0015706863645542,0.9104508054091484,0.9597583109987777,1.0015706863645542
short_stream,ercb_beta_0,softmax,token,0.0,816,8876632,6000,32,32,39,39,153.84615384615384,42.6852153961091,7,179,0.92852177476414,0.9410586721850347,0.0125368974208947,6.59448098694503,0.04286412641514269,0.9923224568138197,0.0,0.0,-0.0,0.0,1.0,0.459279326771846,0.0,1.0,0.0,0.0,0.014587578719636528,0.9926888292934515,0.9572227832031321,1.067113591171586,0.9505679132232869,0.9916347625326685,1.067113591171586
short_stream,ercb_beta_0,softmax,token,0.0,816,8876633,6000,32,32,39,39,153.84615384615384,42.31235405552285,6,179,0.9296776342803132,0.9410586721850347,0.011381037904721447,7.132446625933829,0.04636090306856989,1.0019493177387915,0.0,0.0,-0.0,0.0,1.0,0.459279326771846,0.0,1.0,0.0,0.0,0.015587074630406188,0.9924228533107203,1.081582738166564,0.9742637308335781,0.9548928696382019,1.0035797795461148,1.081582738166564
short_stream,ercb_beta_0,softmax,token,0.0,816,8876634,6000,32,32,39,39,153.84615384615384,42.77042979319099,5,179,0.928256594876333,0.9410586721850347,0.012802077308701643,7.146812091899652,0.04645427859734774,1.005736137667304,0.0,0.0,-0.0,0.0,1.0,0.459279326771846,0.0,1.0,0.0,0.0,0.01491836616592298,0.9922018046144836,1.0757278846889615,1.009430129849366,1.1613094735066218,1.0821558293483164,1.1613094735066218
short_stream,ercb_beta_0,softmax,token,0.0,816,8876635,6000,32,32,39,39,153.84615384615384,42.02291100470867,7,178,0.9305698716837204,0.9410586721850347,0.010488800501314288,5.5884496267542065,0.036324922573902345,1.0236686390532543,0.0,0.0,-0.0,0.0,1.0,0.459279326771846,0.0,1.0,0.0,0.0,0.014152034423444954,0.9927599065175027,1.052447323198417,0.8745584867190008,0.8427503733385454,0.9232520610853211,1.052447323198417
