kappa,beta,algorithm,scenarios,fairness_nrmse_worst_scenario,fairness_rmse_updates_worst_scenario,jain_min_scenario,jain_regret_worst_scenario,cohort_ratio_min_scenario,cohort_ratio_max_scenario,oracle_cohort_ratio_min_scenario,oracle_cohort_ratio_max_scenario,entropy_ratio_min_scenario,shuffle_kl_worst_scenario,gradient_ratio_mean_worst_scenario,gradient_ratio_field_worst_scenario,temporal_w1_ratio_worst_scenario,admission_tracking_nrmse_worst_scenario,admission_pool_rate_cv_worst_scenario,budget_violation_worst_scenario,constraint_violation_factor,meets_all_quality_constraints
24,0.2,ercb_beta_0p2,3,0.24476192813429293,5.8122885308934995,0.9319562010015554,0.061952101452221624,0.7337097137705657,0.8093034238488784,1.0,1.0,0.7637195924194157,0.23305850218096003,6.463133806839748,10.41816859404705,3.2628191248620166,0.0,1.4422220147876727e-16,0.0,6.195210145222163,False
24,0.3,ercb_beta_0p3,3,0.16710212820757214,3.9681244165386524,0.9598788128008049,0.030886539802075653,0.8015660244158618,0.8662222222222221,1.0,1.0,0.6210815650812838,0.375486815635769,7.8892221834568135,12.821187924293092,3.649121644063263,0.0,1.4422220147876727e-16,0.0,4.273729308097697,False
24,0.5,ercb_beta_0p5,3,0.1007018874780042,2.391337697366854,0.9769653821644078,0.011928858645981793,0.8702121944668278,0.9419327731092437,1.0,1.0,0.42733197406358053,0.5677949439491339,9.263156710045328,15.116443382920302,3.9746555337339844,0.0,1.4422220147876727e-16,0.0,5.038814460973434,False
24,1.0,ercb_beta_1,3,0.05109452653832052,1.213326487717374,0.984860819599273,0.0033406281205749567,0.9349201009251472,0.9913021751137528,1.0,1.0,0.22587598966282793,0.7714521899348761,10.438192884618644,17.059025764706373,4.218392173952667,0.0,1.4422220147876727e-16,0.0,5.686341921568791,False
24,inf,ercb_beta_inf,3,0.0,0.0,0.9874241658240647,0.0,0.9861595394736842,1.0069148936170214,1.0,1.0,0.03618106547232914,0.9638189345276709,11.445902054280003,18.75969147326858,4.406675217675632,0.0,1.4422220147876727e-16,0.0,26.256827641699743,False
32,0.0,ercb_beta_0,3,0.9713189692667484,30.673230608423633,0.5091620049752388,0.4860565228975148,0.13533753129958886,0.21787534320658955,0.96875,1.0,1.0000000000000009,-9.027113891673973e-16,1.0346351791790085,1.0827597586819073,1.0256535505003765,0.0,0.01766378956703039,0.0,48.605652289751475,False
32,0.005,ercb_beta_0p005,3,0.8619702642152324,27.22011360679681,0.5661523536569869,0.42809530742133645,0.19878647612150788,0.27677148295732296,0.96875,1.0,0.998074198729982,0.001391372234816932,1.1098125559510392,1.2438242287630326,1.0531834081891196,0.0,0.01766378956703039,0.0,42.809530742133646,False
32,0.01,ercb_beta_0p01,3,0.7873000188831865,24.862105859469043,0.6098121611423506,0.38540636673040296,0.21836975504563472,0.30616289642936345,0.96875,1.0,0.9948548253072055,0.004630478777729043,1.2915386190203555,1.6569551029032852,1.125711033976532,0.0,0.01766378956703039,0.0,38.5406366730403,False
32,0.02,ercb_beta_0p02,3,0.6814675356022265,21.520027440070308,0.6738134448130689,0.3214050830596846,0.3085287639284789,0.39325417894871745,0.96875,1.0,0.9856794410475558,0.01347205956592228,1.4915194267966798,1.8517762152165842,1.3002134182506278,0.0,0.01766378956703039,0.0,32.14050830596846,False
32,0.03,ercb_beta_0p03,3,0.6035172147096564,19.058438359252303,0.7229243744348168,0.2722941534379367,0.3665873015873016,0.45252600679781646,0.96875,1.0,0.9735676068214661,0.025626064111582192,1.9096510745929822,2.6162811249438196,1.5199015501216868,0.0,0.01766378956703039,0.0,27.229415343793672,False
32,0.05,ercb_beta_0p05,3,0.4941226691111245,15.603873761403932,0.7922393757612628,0.20297915211149078,0.49283567134268536,0.5769636207103671,0.96875,1.0,0.9442074123340478,0.053899868225197864,2.8558111876658696,4.157674882684848,1.9639831159351302,0.0,0.01766378956703039,0.0,20.29791521114908,False
32,0.075,ercb_beta_0p075,3,0.3975545041082435,12.554352761312952,0.8502136453790097,0.14399205418765637,0.5786340685623172,0.656111096720717,0.96875,1.0,0.9045578837463727,0.09343912788418487,3.9951949845116363,6.105137884650634,2.4163747503782944,0.0,0.01766378956703039,0.0,14.399205418765638,False
32,0.1,ercb_beta_0p1,3,0.32923627856996635,10.396935112735779,0.8874452224938352,0.10505998503291789,0.6602802456773667,0.7388812154696133,0.96875,1.0,0.8598098876917836,0.139147748580319,4.992460516809557,7.707821947036828,2.776089912075977,0.0,0.01766378956703039,0.0,10.505998503291789,False
32,0.15,ercb_beta_0p15,3,0.23695035129291245,7.482642672407762,0.9329301160079531,0.059599430227307536,0.7425,0.8181397779101679,0.96875,1.0,0.7609859575516651,0.2366497983260693,6.625007438515353,10.406649948051948,3.267107435287719,0.0,0.01766378956703039,0.0,5.959943022730753,False
32,0.2,ercb_beta_0p2,3,0.17937350735636376,5.6644265480956975,0.9541617382979208,0.035812274593645714,0.7899629972247919,0.8484486241266267,0.96875,1.0,0.6668724218629828,0.3309965120961721,7.6484255716127025,12.032728012575355,3.532578430119398,0.0,0.01766378956703039,0.0,4.010909337525118,False
32,0.3,ercb_beta_0p3,3,0.12182497426248652,3.847104450394311,0.9705672775325961,0.01731371106867875,0.8478322185061316,0.9072189364262488,0.96875,1.0,0.5151068497972825,0.4814745277234853,8.945230729964079,14.081979931479399,3.837649465699832,0.0,0.01766378956703039,0.0,4.693993310493133,False
32,0.5,ercb_beta_0p5,3,0.07271788799275557,2.2963543576659653,0.9810167544663612,0.006613753756324808,0.9046785714285714,0.9686090225563909,0.96875,1.0,0.3403414907742806,0.6577661665874684,10.081890655069515,15.866684680489023,4.076331233792641,0.0,0.01766378956703039,0.0,5.288894893496341,False
32,1.0,ercb_beta_1,3,0.03506950257201659,1.1074579759584187,0.9849988800633789,0.0017208505801702078,0.9573584905660377,1.0011824733527133,0.96875,1.0,0.16832591128727842,0.8297168453031121,11.071910161646718,17.362599039733468,4.254973901314542,0.0,0.01766378956703039,0.0,5.787533013244489,False
32,inf,ercb_beta_inf,3,0.0,0.0,0.9864462288160672,0.0,0.9855971128608925,1.006496062992126,0.96875,1.0,0.033313954885494705,0.9666860451145052,11.77498118384958,18.443529689999593,4.380806454775499,0.0,0.01766378956703039,0.0,28.516578210701766,False
48,0.0,ercb_beta_0,3,0.9380557058706109,44.08616894431069,0.5238730116563064,0.46777255805692813,0.15686155563108597,0.24328671544564848,0.9791666666666666,1.0,1.0000000000000016,-1.5290958061341206e-15,1.0558322618939198,1.1189922090613493,1.0269664964367327,0.0,1.4422220147876727e-16,0.0,46.77725580569281,False
48,0.005,ercb_beta_0p005,3,0.8086317452255272,38.00358071556003,0.5945625540038068,0.39708301570942767,0.22470254475857152,0.31930789432315215,0.9791666666666666,1.0,0.9968662883408812,0.0027672939979626558,1.1213543255850666,1.2467414114445847,1.0770454834911645,0.0,1.4422220147876727e-16,0.0,39.708301570942766,False
48,0.01,ercb_beta_0p01,3,0.7129216428867188,33.50545580146459,0.6513742007653651,0.3402713689478694,0.28863290907672395,0.3819760854823968,0.9791666666666666,1.0,0.990206411822633,0.008850422664743299,1.306670333591505,1.581355752970745,1.1842894182377108,0.0,1.4422220147876727e-16,0.0,34.02713689478694,False
48,0.02,ercb_beta_0p02,3,0.5909449757587507,27.772870923387764,0.727250034843338,0.26413342699388287,0.39311930903940734,0.4724007255295718,0.9791666666666666,1.0,0.9737656410765853,0.025274673382099388,1.8202315239876252,2.6134717027429675,1.4869049280273672,0.0,1.4422220147876727e-16,0.0,26.413342699388288,False
48,0.03,ercb_beta_0p03,3,0.508348397175179,23.891047386823033,0.7799051110361274,0.21174045867710709,0.4798792792792793,0.5761970898535974,0.9791666666666666,1.0,0.9522787140629698,0.0459522665805188,2.439649940052539,3.724539091650334,1.8084272889913686,0.0,1.4422220147876727e-16,0.0,21.174045867710706,False
48,0.05,ercb_beta_0p05,3,0.39381807199700264,18.508421138240333,0.849888677870831,0.14175689184240348,0.5829264342089763,0.6880400739100236,0.9791666666666666,1.0,0.9039659878744373,0.0940375678675796,3.667543500199127,6.021905303399497,2.3567302412103857,0.0,1.4422220147876727e-16,0.0,14.175689184240348,False
48,0.075,ercb_beta_0p075,3,0.2940054564214187,13.81748881353926,0.9003266229862605,0.08685241367613793,0.6971972738181588,0.7665186615186615,0.9791666666666666,1.0,0.8338390403897081,0.1632629630146608,4.957536871365692,8.474387952996398,2.8381462288018384,0.0,1.4422220147876727e-16,0.0,8.685241367613793,False
48,0.1,ercb_beta_0p1,3,0.23090275595930806,10.8518266508291,0.9277852039760934,0.056978002719223,0.752928155878428,0.824165319658882,0.9791666666666666,1.0,0.7626286674047148,0.23542096675418395,5.970018694849283,10.381070379678219,3.180397739068757,0.0,1.4422220147876727e-16,0.0,5.6978002719223,False
